Accession2,gene,totalCount,CountX,CountY,meanX,meanY,type,comparison,log10X,log10Y
MMAR_4676,fadB,15,9,6,8193.79883333333,29409.4611666667,Secreted,∆eccCb1,3.91348529734647,4.46848706753709
MMAR_4677,fadA,15,9,6,7281.80488888889,31940.1695,Secreted,∆eccCb1,3.86223903812249,4.50433721652129
MMAR_4678,MMAR_4678,15,9,6,866.489005555556,3609.73896666667,Secreted,∆eccCb1,2.93776305654001,3.55747579763001
MMAR_4681,far,15,9,6,1456.67590222222,2862.16726666667,Secreted,∆eccCb1,3.16336293575518,3.45669501057947
MMAR_4682,MMAR_4682,15,9,6,9948.36162222222,11833.4332666667,Secreted,∆eccCb1,3.99775156345769,4.07311076596743
MMAR_4683,pdc,15,9,6,2140.46668555556,3626.5242,Secreted,∆eccCb1,3.33050847281878,3.55949057987894
MMAR_4685,fadD16,11,5,6,204.198434,223.709178333333,Secreted,∆eccCb1,2.31005240715458,2.3496838026829
MMAR_4687,MMAR_4687,6,3,3,102.511185,555.499213333333,Secreted,∆eccCb1,2.01077125386753,2.74468344825396
MMAR_4691,echA8_2,12,6,6,380.530058333333,1367.03545,Secreted,∆eccCb1,2.58038896768401,3.13577977685002
MMAR_4692,MMAR_4692,15,9,6,4322.06053333333,8135.7769,Secreted,∆eccCb1,3.63569084517298,3.91039903081594
MMAR_4699,MMAR_4699,6,3,3,1013.646832,106.14209,Secreted,∆eccCb1,3.00588666739366,2.0258876348906
MMAR_4704,MMAR_4704,15,9,6,964.876354444444,526.063665,Secreted,∆eccCb1,2.98447166357904,2.7210383062926
MMAR_4708,MMAR_4708,3,0,3,NA,1751.03813333333,Secreted,∆eccCb1,0,3.24329560405941
MMAR_4714,MMAR_4714,6,3,3,692.14782,88.5392466666667,Secreted,∆eccCb1,2.84019885537381,1.94713582247791
MMAR_4717,cyp188A3,6,3,3,314.05227,258.75898,Secreted,∆eccCb1,2.4970019368737,2.4128954305298
MMAR_4719,MMAR_4719,6,3,3,409.34793,1809.94136666667,Secreted,∆eccCb1,2.61209259858083,3.25766450605947
MMAR_4722,plcB_6,6,3,3,219.094226666667,132.218743333333,Secreted,∆eccCb1,2.34063093365453,2.12129302511361
MMAR_4724,MMAR_4724,15,9,6,346.830494777778,683.10062,Secreted,∆eccCb1,2.5401172754578,2.83448467951202
MMAR_4725,MMAR_4725,3,0,3,NA,176.80259,Secreted,∆eccCb1,0,2.24748862274984
MMAR_4727,MMAR_4727,12,6,6,13023.4401666667,878.351655,Secreted,∆eccCb1,4.11472571910585,2.94366842393601
MMAR_4729,nuoF_1,4,3,1,13060.8397666667,56.3101,Secreted,∆eccCb1,4.11597110146467,1.75058629859673
MMAR_4731,MMAR_4731,6,3,3,73.3679716666667,186.906426666667,Secreted,∆eccCb1,1.86550651272135,2.27162423459384
MMAR_4737,cyp150A5,6,3,3,125.467916666667,533.361016666667,Secreted,∆eccCb1,2.09853268680547,2.72702126994918
MMAR_4739,MMAR_4739,6,3,3,124.394877,152.24985,Secreted,∆eccCb1,2.09480249501361,2.18255687342837
MMAR_4740,fadA6_2,9,3,6,2877.12666666667,8573.82185333333,Secreted,∆eccCb1,3.45895898230167,3.93317445550794
MMAR_4741,fadE12_1,15,9,6,3993.84116666667,9023.71425,Secreted,∆eccCb1,3.60139078917468,3.9553853342442
MMAR_4754,MMAR_4754,9,6,3,302.36971,1103.42549,Secreted,∆eccCb1,2.48053828339422,3.04274301228302
MMAR_4755,MMAR_4755,15,9,6,602.109877777778,1648.60463333333,Secreted,∆eccCb1,2.77967575198575,3.2171165160756
MMAR_4756,MMAR_4756,15,9,6,386.88953,628.856463333333,Secreted,∆eccCb1,2.58758697700801,2.79855152891747
MMAR_4759,MMAR_4759,4,1,3,57.300903,247.75185,Secreted,∆eccCb1,1.75816146603069,2.39401690611106
MMAR_4762,cyp105Q4,9,6,3,459.421996666667,458.18266,Secreted,∆eccCb1,2.66221178494315,2.66103864921651
MMAR_4764,MMAR_4764,15,9,6,1520.56325555556,1428.22228333333,Secreted,∆eccCb1,3.18200449154185,3.15479580471775
MMAR_4765,MMAR_4765,6,3,3,120.563906666667,256.50887,Secreted,∆eccCb1,2.08121731210259,2.40910238748078
MMAR_4770,MMAR_4770,15,9,6,1670.86928888889,4475.80893333333,Secreted,∆eccCb1,3.2229424766231,3.65087153876558
MMAR_4771,MMAR_4771,9,6,3,325.165576666667,1465.97166666667,Secreted,∆eccCb1,2.51210456319813,3.16612557662896
MMAR_4772,MMAR_4772,15,9,6,565.746908222222,2887.02486166667,Secreted,∆eccCb1,2.75262218923623,3.46045052383159
MMAR_4789,pip,15,9,6,5657.7923,3127.7917,Secreted,∆eccCb1,3.75264700027552,3.49523782285559
MMAR_4797,mcmA2b,6,3,3,261.338763333333,173.430733333333,Secreted,∆eccCb1,2.41720383166836,2.23912606046649
MMAR_4798,mcmA2a,15,9,6,1120.26212777778,4649.27693333333,Secreted,∆eccCb1,3.0493196542128,3.66738541562523
MMAR_4799,MMAR_4799,15,9,6,287.600295555556,343.662513333333,Secreted,∆eccCb1,2.4587893280185,2.53613216192957
MMAR_4800,lpqR,15,9,6,1840.13970222222,5441.01311666667,Secreted,∆eccCb1,3.26485079561882,3.73567977286218
MMAR_4801,MMAR_4801,3,3,0,455.681405,NA,Secreted,∆eccCb1,2.65866130668062,0
MMAR_4802,MMAR_4802,14,9,5,741.328709333333,1590.709434,Secreted,∆eccCb1,2.87001081930913,3.20159085674586
MMAR_4805,crtE,4,3,1,1482.45,78.95772,Secreted,∆eccCb1,3.17098005442059,1.89739459906235
MMAR_4806,crtI,6,3,3,254.826723333333,575.480043333333,Secreted,∆eccCb1,2.40624496992564,2.76003026763481
MMAR_4812,idi2,15,9,6,1213.56889333333,3271.31262666667,Secreted,∆eccCb1,3.08406443591742,3.51472204994841
MMAR_4818,MMAR_4818,6,3,3,62.2322626666667,175.674886666667,Secreted,∆eccCb1,1.79401559153217,2.24470968203247
MMAR_4819,MMAR_4819,15,9,6,636.46627,3796.69183333333,Secreted,∆eccCb1,2.80377539284273,3.57940534812368
MMAR_4821,MMAR_4821,12,6,6,152.301176666667,1024.13244,Secreted,∆eccCb1,2.18270325867331,3.0103561228917
MMAR_4823,cspA,15,9,6,11126.3831444444,28527.1963333333,Secreted,∆eccCb1,4.04635401108323,4.45525909108244
MMAR_4825,metH,12,6,6,620.966818333333,870.01721,Secreted,∆eccCb1,2.79306839405783,2.93952784357736
MMAR_4826,MMAR_4826,8,2,6,59.82499,270.415243333333,Secreted,∆eccCb1,1.77688263469132,2.43203116918144
MMAR_4834,MMAR_4834,6,3,3,79.3675233333333,248.983873333333,Secreted,∆eccCb1,1.8996428283408,2.39617121878588
MMAR_4841,MMAR_4841,3,0,3,NA,1449.29651666667,Secreted,∆eccCb1,0,3.16115724839589
MMAR_4849,MMAR_4849,15,9,6,49576.4197777778,126453.568333333,Secreted,∆eccCb1,4.69527516045324,5.10193108900356
MMAR_4850,MMAR_4850,15,9,6,998.11458,3255.76795,Secreted,∆eccCb1,2.99918039960942,3.51265344362937
MMAR_4851,MMAR_4851,15,9,6,792.892506666667,1110.79372833333,Secreted,∆eccCb1,2.89921431351451,3.04563341900952
MMAR_4856,desA1,15,9,6,3307.17746666667,15515.5765,Secreted,∆eccCb1,3.51945750024364,4.19076791695643
MMAR_4859,phoY2,3,0,3,NA,194.843353333333,Secreted,∆eccCb1,0,2.28968559534867
MMAR_4863,phoS3,15,9,6,846.239222222222,1276.0744,Secreted,∆eccCb1,2.92749315051539,3.1058759961465
MMAR_4864,mshD,15,9,6,389.892762222222,751.138343333333,Secreted,∆eccCb1,2.59094517323332,2.87571993196164
MMAR_4866,MMAR_4866,3,3,0,86.1601946666667,NA,Secreted,∆eccCb1,1.93530667151745,0
MMAR_4868,cysA2,15,9,6,11899.9726888889,26507.8506666667,Secreted,∆eccCb1,4.07554596466325,4.42337451530576
MMAR_4869,sseC2,15,9,6,19097.0433555556,78571.2393333333,Secreted,∆eccCb1,4.28096613406647,4.89526360348705
MMAR_4871,MMAR_4871,15,9,6,1391.62228333333,4845.21568333333,Secreted,∆eccCb1,3.14352137426585,3.68531311430662
MMAR_4873,pabC,15,9,6,5064.27792222222,23545.464,Secreted,∆eccCb1,3.70451753128566,4.37190725331151
MMAR_4875,MMAR_4875,12,6,6,248.127478333333,717.353245,Secreted,∆eccCb1,2.39467486192529,2.85573306721002
MMAR_4876,ctpV,6,3,3,713.62082,11139.7548666667,Secreted,∆eccCb1,2.85346751216293,4.04687563417475
MMAR_4878,MMAR_4878,15,9,6,1415.15758666667,1971.56790833333,Secreted,∆eccCb1,3.15080480396565,3.29481174042853
MMAR_4880,purM,15,9,6,1768.08042555556,2777.70471166667,Secreted,∆eccCb1,3.24750201609593,3.44368607548728
MMAR_4881,purF,9,6,3,271.16951,206.040056666667,Secreted,∆eccCb1,2.43324085634855,2.31395166065145
MMAR_4884,MMAR_4884,15,9,6,1830.24543555556,4053.92405,Secreted,∆eccCb1,3.26250933244091,3.6078756079547
MMAR_4885,cpsY,6,3,3,892.5088,183.95126,Secreted,∆eccCb1,2.95061250688238,2.2647027669384
MMAR_4886,MMAR_4886,3,0,3,NA,199.611938333333,Secreted,∆eccCb1,0,2.30018651188744
MMAR_4888,purL,15,9,6,1238.97529777778,3409.1402,Secreted,∆eccCb1,3.09306264766279,3.53264486184325
MMAR_4891,pepC,15,9,6,1246.78900555556,7432.29696666667,Secreted,∆eccCb1,3.09579296392273,3.8711230541083
MMAR_4892,MMAR_4892,15,9,6,5690.69402111111,20887.3668333333,Secreted,∆eccCb1,3.75516523496425,4.3198836940812
MMAR_4893,cfp29,15,9,6,8316.51353333333,29102.7371666667,Secreted,∆eccCb1,3.91994129857755,4.46393383711224
MMAR_4894,lpdB,12,6,6,512.111568333333,943.315016666667,Secreted,∆eccCb1,2.70936458643113,2.97465674804368
MMAR_4897,purQ,15,9,6,1009.37951555556,3362.76843333333,Secreted,∆eccCb1,3.00405448687334,3.52669696199554
MMAR_4900,MMAR_4900,15,9,6,475.601416666667,920.30642,Secreted,∆eccCb1,2.67724313957491,2.96393245164826
MMAR_4901,MMAR_4901,15,9,6,1643.00929888889,8597.44788333333,Secreted,∆eccCb1,3.21564002140506,3.93436955186255
MMAR_4908,ptrB,15,9,6,2833.61824111111,8579.7534,Secreted,∆eccCb1,3.45234133957878,3.93347480549925
MMAR_4909,purC,15,9,6,7114.5741,25736.9215,Secreted,∆eccCb1,3.85214890701257,4.41055659790947
MMAR_4911,adhX,6,3,3,179.833313333333,224.775326666667,Secreted,∆eccCb1,2.2548701459996,2.3517486374993
MMAR_4912,MMAR_4912,15,9,6,4148.80996666667,23453.9206666667,Secreted,∆eccCb1,3.61792354273012,4.37021545180902
MMAR_4914,MMAR_4914,3,3,0,213.738233333333,NA,Secreted,∆eccCb1,2.3298822153812,0
MMAR_4915,cyp126A3,9,6,3,462.2563705,1825.34066666667,Secreted,∆eccCb1,2.6648829050209,3.26134392953035
MMAR_4916,purB,15,9,6,4953.36084444444,16891.0276166667,Secreted,∆eccCb1,3.69489996679586,4.2276560719909
MMAR_4919,MMAR_4919,15,9,6,27699.1313333333,69063.6645,Secreted,∆eccCb1,4.44246614945956,4.83924961817658
MMAR_4920,ggtA,15,9,6,265.481152666667,650.403092166667,Secreted,∆eccCb1,2.42403369459486,2.81318259732729
MMAR_4921,moeY,15,9,6,338.20122,283.650305,Secreted,∆eccCb1,2.52917516990369,2.45278325488378
MMAR_4922,MMAR_4922,6,3,3,181.60187,335.02495,Secreted,∆eccCb1,2.25912031624729,2.5250771510483
MMAR_4924,purD,15,9,6,4894.17066666667,8171.91878333333,Secreted,∆eccCb1,3.68967910974385,3.91232404174339
MMAR_4926,MMAR_4926,6,3,3,344.632383333333,1208.88488,Secreted,∆eccCb1,2.5373560834492,3.08238494572331
MMAR_4930,cyp123A3,15,9,6,115.744071333333,487.054488333333,Secreted,∆eccCb1,2.06349875473828,2.68757754983632
MMAR_4932,cyp51B1,12,6,6,294.7241,551.957675,Secreted,∆eccCb1,2.46941565016642,2.74190577660838
MMAR_4935,adhB,12,6,6,269.04472,278.009441666667,Secreted,∆eccCb1,2.42982447344118,2.44405954553715
MMAR_4937,MMAR_4937,6,3,3,82.5918526666667,346.214396666667,Secreted,∆eccCb1,1.91693720813849,2.53934512322422
MMAR_4939,MMAR_4939,9,6,3,569.330885,380.582256666667,Secreted,∆eccCb1,2.75536474401047,2.58044853694264
MMAR_4940,MMAR_4940,15,9,6,7387.18488444444,12077.9624,Secreted,∆eccCb1,3.86847896856061,4.08199367326883
MMAR_4942,phoP,12,6,6,979.183355,2988.221405,Secreted,∆eccCb1,2.99086402235348,3.47541277232927
MMAR_4944,MMAR_4944,15,9,6,1506.05465555556,7226.09118333333,Secreted,∆eccCb1,3.17784073293737,3.85890343746569
MMAR_4945,MMAR_4945,12,6,6,664.787345,1392.65036333333,Secreted,∆eccCb1,2.82268274355436,3.14384209680126
MMAR_4947,MMAR_4947,9,6,3,219.744183333333,148.768768,Secreted,∆eccCb1,2.34191738804765,2.17251176649926
MMAR_4951,MMAR_4951,4,1,3,64.8581,104.37017,Secreted,∆eccCb1,1.81196422198725,2.01857639085445
MMAR_4953,MMAR_4953,13,9,4,14547.8620533333,23330.832145,Secreted,∆eccCb1,4.16279917430733,4.36793022912965
MMAR_4954,amiC_2,12,6,6,317.862571,660.540770833333,Secreted,∆eccCb1,2.50223939181799,2.8198996289172
MMAR_4955,MMAR_4955,6,3,3,199.620203333333,666.267676666667,Secreted,∆eccCb1,2.30020449362547,2.82364874440154
MMAR_4966,cpsA,15,9,6,1764.35545444444,694.387886,Secreted,∆eccCb1,3.24658608439701,2.84160213571503
MMAR_4968,MMAR_4968,12,6,6,360.771983333333,201.06431,Secreted,∆eccCb1,2.55723280393595,2.30333498782378
MMAR_4972,echA13_1,6,3,3,303.517446666667,836.1363,Secreted,∆eccCb1,2.48218366006791,2.92227707829181
MMAR_4978,otsA,8,5,3,359.3905904,406.18282,Secreted,∆eccCb1,2.55556670218071,2.60872155044007
MMAR_4979,MMAR_4979,15,9,6,4424.49147777778,5743.97655,Secreted,∆eccCb1,3.64586336292402,3.75921265821433
MMAR_4990,MMAR_4990,15,9,6,305.558032222222,1183.52885666667,Secreted,∆eccCb1,2.48509370453085,3.07317885131311
MMAR_4992,fadE26,3,3,0,1244.38176666667,NA,Secreted,∆eccCb1,3.0949536389731,0
MMAR_4993,fadE27,15,9,6,325.636797777778,1156.32290833333,Secreted,∆eccCb1,2.51273347535982,3.06307912969399
MMAR_4996,MMAR_4996,9,6,3,406.878353333333,90.74186,Secreted,∆eccCb1,2.60946458521343,1.95780767706199
MMAR_4997,ilvX,15,9,6,8235.52127777778,27058.7748333333,Secreted,∆eccCb1,3.91569109359655,4.43230812872988
MMAR_4998,MMAR_4998,3,0,3,NA,178.224656666667,Secreted,∆eccCb1,0,2.25096778675764
MMAR_4999,MMAR_4999,15,9,6,801.062912222222,870.56669,Secreted,∆eccCb1,2.90366662514545,2.93980204597559
MMAR_5001,fadD19_1,15,9,6,691.536264888889,1540.50121333333,Secreted,∆eccCb1,2.83981495990182,3.18766204471318
MMAR_5003,cyp142A3,9,6,3,301.864936,530.532303333333,Secreted,∆eccCb1,2.47981266921352,2.72471183259607
MMAR_5005,MMAR_5005,15,9,6,8679.44123333333,16969.9186666667,Secreted,∆eccCb1,3.93849176698627,4.22967976083845
MMAR_5007,ltp4,3,0,3,NA,108.123192,Secreted,∆eccCb1,0,2.03391885840593
MMAR_5012,MMAR_5012,9,6,3,229.390145666667,250.439046666667,Secreted,∆eccCb1,2.36057475718115,2.39870204190994
MMAR_5013,MMAR_5013,9,6,3,213.043164,240.614353333333,Secreted,∆eccCb1,2.32846760338177,2.38132153068269
MMAR_5014,MMAR_5014,11,5,6,331.8647026,1004.30547,Secreted,∆eccCb1,2.5209610629502,3.00186582810559
MMAR_5015,MMAR_5015,9,3,6,110.176486666667,253.909036666667,Secreted,∆eccCb1,2.04208891937505,2.40467815776474
MMAR_5019,MMAR_5019,4,1,3,55.0392,211.96259,Secreted,∆eccCb1,1.74067211276178,2.32625921757864
MMAR_5021,MMAR_5021,15,9,6,3534.72378555556,14507.8890666667,Secreted,∆eccCb1,3.54835548232079,4.16160422612547
MMAR_5022,mhpF_1,15,9,6,4876.59883,16454.7313833333,Secreted,∆eccCb1,3.6881170301285,4.21629079701093
MMAR_5023,MMAR_5023,15,9,6,1237.17698444444,3885.69643333333,Secreted,∆eccCb1,3.09243183210244,3.58946886870897
MMAR_5024,MMAR_5024,3,0,3,NA,52.42741,Secreted,∆eccCb1,0,1.7195584033843
MMAR_5025,MMAR_5025,14,8,6,498.995518125,2323.84135333333,Secreted,∆eccCb1,2.69809664489729,3.36620647581653
MMAR_5027,ltp2_1,15,9,6,2179.23582,5365.38421666667,Secreted,∆eccCb1,3.33830422876999,3.72960082736506
MMAR_5028,MMAR_5028,12,6,6,555.076809333333,2374.30876333333,Secreted,∆eccCb1,2.74435308323358,3.37553719544943
MMAR_5029,MMAR_5029,15,9,6,1028.55233333333,3258.8632,Secreted,∆eccCb1,3.01222639374554,3.51306613010857
MMAR_5030,fadE29,6,3,3,80.8082033333333,197.027916666667,Secreted,∆eccCb1,1.9074554508929,2.29452776522415
MMAR_5032,cyp125A7,15,9,6,890.213417777778,3239.26376,Secreted,∆eccCb1,2.949494135917,3.51044631227346
MMAR_5033,fadA5,15,9,6,289.509116777778,1660.37789166667,Secreted,∆eccCb1,2.46166224441558,3.22020694200888
MMAR_5035,MMAR_5035,15,9,6,776.728432222222,1182.12445666667,Secreted,∆eccCb1,2.89026920283861,3.07266320243202
MMAR_5036,MMAR_5036,15,9,6,2313.3011,7999.69558333333,Secreted,∆eccCb1,3.36423216435638,3.9030734608677
MMAR_5041,MMAR_5041,6,3,3,155.013576666667,305.156965,Secreted,∆eccCb1,2.19036973696513,2.48452328688165
MMAR_5042,MMAR_5042,6,3,3,586.01966,3185.89346666667,Secreted,∆eccCb1,2.76791218613121,3.50323124930179
MMAR_5045,fadA6_1,15,9,6,2911.05730333333,13165.5617166667,Secreted,∆eccCb1,3.46405075448605,4.11943939327456
MMAR_5046,MMAR_5046,3,0,3,NA,123.228676666667,Secreted,∆eccCb1,0,2.09071178468616
MMAR_5047,MMAR_5047,15,9,6,10181.6290777778,49070.235,Secreted,∆eccCb1,4.007817271408,4.69081813784558
MMAR_5048,MMAR_5048,8,2,6,80.018915,406.201758333333,Secreted,∆eccCb1,1.90319265835631,2.6087417990117
MMAR_5054,aspB,15,9,6,6630.2105,21685.597,Secreted,∆eccCb1,3.82152731687192,4.33617138268662
MMAR_5055,nat,15,9,6,2323.12821555556,11014.4026666667,Secreted,∆eccCb1,3.36607317956848,4.0419609494573
MMAR_5056,MMAR_5056,15,9,6,5387.38368666667,14737.1040833333,Secreted,∆eccCb1,3.73137790687475,4.16841215080996
MMAR_5057,dsbF,15,9,6,19901.8145555556,40466.5751666667,Secreted,∆eccCb1,4.29889267518048,4.60709645002641
MMAR_5063,bphC,15,9,6,411.131552222222,2420.39408333333,Secreted,∆eccCb1,2.61398080791675,3.38388608262643
MMAR_5064,bphD,15,9,6,5442.11650222222,22857.9590666667,Secreted,∆eccCb1,3.73576783471141,4.35903745065882
MMAR_5065,MMAR_5065,15,9,6,1140.98314777778,11260.6998333333,Secreted,∆eccCb1,3.05727922997372,4.05156538201712
MMAR_5066,hmp,15,9,6,433.146102111111,707.500568333333,Secreted,∆eccCb1,2.63663441052943,2.84972679306408
MMAR_5067,MMAR_5067,15,9,6,9228.22241333333,10101.712395,Secreted,∆eccCb1,3.96511805309216,4.00439499959085
MMAR_5068,fadE34,5,2,3,54.659094,158.952676666667,Secreted,∆eccCb1,1.73766242878252,2.20126784556803
MMAR_5070,MMAR_5070,3,0,3,NA,229.33106,Secreted,∆eccCb1,0,2.36046287842421
MMAR_5076,lamB,10,4,6,60.6509845,545.655645,Secreted,∆eccCb1,1.7828378548225,2.73691865249187
MMAR_5079,MMAR_5079,15,9,6,659.438916666667,4275.64401666667,Secreted,∆eccCb1,2.81917457337259,3.63100153937278
MMAR_5080,cysS1,15,9,6,432.102748888889,2079.65619666667,Secreted,∆eccCb1,2.63558702915196,3.31799154446672
MMAR_5081,ispF,12,6,6,522.86582,1536.78695833333,Secreted,∆eccCb1,2.71839025271019,3.18661366630711
MMAR_5082,ispD,15,9,6,1657.55321666667,4585.22993333333,Secreted,∆eccCb1,3.2194674805662,3.66136111890987
MMAR_5083,MMAR_5083,15,9,6,1220.56282,865.95865,Secreted,∆eccCb1,3.08656013662273,2.93749715471299
MMAR_5084,lpqE,15,9,6,14077.6228333333,32547.1603333333,Secreted,∆eccCb1,4.14852932543632,4.51251310333858
MMAR_5086,MMAR_5086,12,6,6,357.1535,569.386155,Secreted,∆eccCb1,2.55285491044051,2.75540690278248
MMAR_5087,MMAR_5087,15,9,6,18976.1192444444,42367.4856666667,Secreted,∆eccCb1,4.27820740076519,4.627032691202
MMAR_5088,MMAR_5088,15,9,6,21418.3401444444,40181.1985,Secreted,∆eccCb1,4.33078581131188,4.6040228864733
MMAR_5090,MMAR_5090,15,9,6,240.989733555556,1143.95567833333,Secreted,∆eccCb1,2.38199854151619,3.05840919838345
MMAR_5091,MMAR_5091,15,9,6,10610.53968,30680.8218333333,Secreted,∆eccCb1,4.02573747382455,4.48686698868312
MMAR_5092,lpqF,6,3,3,112.863873333333,149.423346666667,Secreted,∆eccCb1,2.05255495058074,2.17441845916849
MMAR_5100,clpC1,15,9,6,12091.3530333333,24093.5473333333,Secreted,∆eccCb1,4.08247490152512,4.38190074661001
MMAR_5101,lsr2,15,9,6,12053.7133777778,153246.126666667,Secreted,∆eccCb1,4.08112086027529,5.18538950642992
MMAR_5102,lysS,15,9,6,13432.1407444444,42875.3035,Secreted,∆eccCb1,4.1281452337714,4.63220720728777
MMAR_5103,MMAR_5103,15,9,6,1396.99010333333,4589.41973333333,Secreted,∆eccCb1,3.14519332946211,3.66175777866536
MMAR_5104,panD,12,6,6,4393.20915,2179.9339,Secreted,∆eccCb1,3.64278187946124,3.33844332511815
MMAR_5105,panC,9,6,3,232.44362,212.148796666667,Secreted,∆eccCb1,2.36631763037791,2.32664057273941
MMAR_5106,MMAR_5106,6,3,3,228.888356666667,684.53808,Secreted,∆eccCb1,2.35962370108857,2.83539761240262
MMAR_5107,MMAR_5107,6,3,3,619.239263333333,552.190146666667,Secreted,∆eccCb1,2.79185848531761,2.74208865278047
MMAR_5110,folB,15,9,6,657.872182222222,4640.73741666667,Secreted,∆eccCb1,2.81814152287263,3.6665869957582
MMAR_5112,folE,15,9,6,2583.95348888889,16953.8335,Secreted,∆eccCb1,3.41228469210141,4.22926791372831
MMAR_5113,ftsH,3,3,0,65.0643743333333,NA,Secreted,∆eccCb1,1.8133432579155,0
MMAR_5114,ephA,15,9,6,5448.76086666667,11100.2403333333,Secreted,∆eccCb1,3.73629774815626,4.0453323818777
MMAR_5115,MMAR_5115,15,9,6,2382.94587555556,15344.6249333333,Secreted,∆eccCb1,3.37711417821951,4.18595627749418
MMAR_5116,MMAR_5116,6,3,3,113.613588,573.00514,Secreted,∆eccCb1,2.05543027539366,2.75815851771543
MMAR_5119,esxN_2,15,9,6,28778.858,10923.9584166667,Secreted,∆eccCb1,4.45907355630877,4.03838003827779
MMAR_5120,esxP_1,9,6,3,111.469397666667,142.033886666667,Secreted,∆eccCb1,2.04715565439152,2.15239197140155
MMAR_5123,lpqG,14,8,6,286.5341855,418.7879975,Secreted,∆eccCb1,2.45717644371467,2.62199422626799
MMAR_5124,hpt,15,9,6,6057.48182888889,8167.93901666667,Secreted,∆eccCb1,3.78229212002372,3.91211248656857
MMAR_5125,mesJ,6,3,3,1464.22353333333,96068.7746666667,Secreted,∆eccCb1,3.1656073826531,4.98258225141886
MMAR_5127,dacB1,15,9,6,1347.34647111111,5769.39881666667,Secreted,∆eccCb1,3.12947928922205,3.76113056112681
MMAR_5128,ppa,15,9,6,15473.8662611111,2992.43125,Secreted,∆eccCb1,4.18959883897935,3.47602418143814
MMAR_5133,galE1,15,9,6,9440.75927777778,34927.0933333333,Secreted,∆eccCb1,3.97500692405322,4.54316244473242
MMAR_5134,MMAR_5134,2,2,0,375.503175,NA,Secreted,∆eccCb1,2.5746136134551,0
MMAR_5135,PE_PGRS15,15,9,6,688.106729666667,1050.61993333333,Secreted,∆eccCb1,2.83765580525637,3.02144563638195
MMAR_5138,topA,15,9,6,5591.74202222222,22126.9531666667,Secreted,∆eccCb1,3.74754712680955,4.34492161663841
MMAR_5139,MMAR_5139,12,6,6,205.014809,246.293391666667,Secreted,∆eccCb1,2.3117852329323,2.39145275937786
MMAR_5140,cspA_1,15,9,6,20926.16493,116350.044833333,Secreted,∆eccCb1,4.32068964389773,5.06576655497011
MMAR_5142,MMAR_5142,15,9,6,441.527736666667,1043.10524,Secreted,∆eccCb1,2.64495799104589,3.01832812707042
MMAR_5149,serB,5,2,3,59.9368135,261.06335,Secreted,∆eccCb1,1.77769365025206,2.41674590663729
MMAR_5150,MMAR_5150,5,2,3,82.503357,455.387476666667,Secreted,∆eccCb1,1.91647162002768,2.6583810831756
MMAR_5154,dppA,9,6,3,590.31,2015.21286666667,Secreted,∆eccCb1,2.77108014034136,3.30432092736843
MMAR_5155,acs,15,9,6,4944.75327777778,10076.1103333333,Secreted,∆eccCb1,3.6941446270206,4.00329291437346
MMAR_5156,MMAR_5156,15,9,6,20036.0449444444,32311.5553333333,Secreted,∆eccCb1,4.30181199721903,4.50935786350903
MMAR_5157,MMAR_5157,10,4,6,471.9430085,242.754528333333,Secreted,∆eccCb1,2.67388955670958,2.38516733996763
MMAR_5159,MMAR_5159,15,9,6,3172.68507,8215.37133333333,Secreted,∆eccCb1,3.50142696489929,3.91462719824861
MMAR_5160,MMAR_5160,5,2,3,62.3528725,267.307296666667,Secreted,∆eccCb1,1.79485646554774,2.42701081382133
MMAR_5162,nth,6,3,3,274.55463,628.579386666667,Secreted,∆eccCb1,2.43862877190807,2.79836013486847
MMAR_5164,MMAR_5164,15,9,6,3482.31637777778,14005.86585,Secreted,∆eccCb1,3.54186822539167,4.14630996230301
MMAR_5166,MMAR_5166,15,9,6,3558.59484333333,14226.9018333333,Secreted,∆eccCb1,3.55127854509267,4.15311033485715
MMAR_5168,MMAR_5168,6,3,3,78.0163146666667,251.242636666667,Secreted,∆eccCb1,1.89218543126502,2.4000933424608
MMAR_5169,MMAR_5169,15,9,6,233.798538333333,481.439388333333,Secreted,∆eccCb1,2.36884179170284,2.68254161862709
MMAR_5171,ponA2,15,9,6,337.412650666667,407.811383333333,Secreted,∆eccCb1,2.52816136163108,2.61045934417349
MMAR_5172,MMAR_5172,2,2,0,66.4008485,NA,Secreted,∆eccCb1,1.8221736290143,0
MMAR_5173,cysK,15,9,6,5010.39284888889,26423.5735,Secreted,∆eccCb1,3.69987177884447,4.42199155084036
MMAR_5181,MMAR_5181,15,9,6,433.012386777778,925.208423333333,Secreted,∆eccCb1,2.63650031998453,2.96623957804425
MMAR_5182,MMAR_5182,15,9,6,1759.3835,5010.67455,Secreted,∆eccCb1,3.24536051471641,3.69989619565224
MMAR_5186,MMAR_5186,3,0,3,NA,427.863626666667,Secreted,∆eccCb1,0,2.6313053680231
MMAR_5187,MMAR_5187,3,0,3,NA,129.139325,Secreted,∆eccCb1,0,2.11105851205634
MMAR_5198,MMAR_5198,15,9,6,5443.42411111111,14719.8131666667,Secreted,∆eccCb1,3.73587217263046,4.16790229769165
MMAR_5202,moxR2,15,9,6,865.227887777778,2376.47948333333,Secreted,∆eccCb1,2.93713050904816,3.3759340692878
